,director_name,actor_2_name,actor_1_name,clean_title,cast_total_facebook_likes,actor_3_name,language,country,content_rating,imdb_score,movieId,year,genres,budget,original_title,popularity,revenue,title,language_n,year_n,country_n,content_rating_n,director_name_n,actor_1_name_n,actor_2_name_n,actor_3_name_n
2822,Sean Anders,Michael Cudlitz,Katrina Bowden,sex drive,4324,Alice Greczyn,English,USA,R,6.5,63479,2008,Adventure|Comedy|Romance,19000000,Sex Drive,9.106146,18755936.0,Sex Drive,1,5,1,4,3,1,2,2
2823,Anand Tucker,Kaitlin Olson,Adam Scott,leap year,4094,Dominique McElligott,English,USA,PG,6.4,73319,2010,Comedy|Romance,19000000,Leap Year,7.432311,29922472.0,Leap Year,1,5,1,2,2,8,1,2
2825,Michael Dowse,Michael Biehn,Topher Grace,take me home tonight,5519,Dan Fogler,English,USA,R,6.3,84950,2011,Drama|Comedy|Romance,19000000,Take Me Home Tonight,8.132811,6928068.0,Take Me Home Tonight,1,5,1,4,2,3,6,5
2826,Daniel Barnz,Rosie Perez,Holly Hunter,won't back down,3260,Dante Brown,English,USA,PG,6.4,97986,2012,Drama,0,Won't Back Down,2.401289,5310554.0,Won't Back Down,1,5,1,2,2,9,3,1
2827,Robert Altman,Jennifer Jason Leigh,Steve Buscemi,kansas city,14579,Miranda Richardson,English,France,R,6.3,869,1996,Thriller|Music|Crime|Drama|Musical,18000000,Kansas City,5.130136,0.0,Kansas City,1,5,8,4,2,30,9,6
2828,George A. Romero,Shawn Roberts,Tony Nappo,land of the dead,1876,Pedro Miguel Arce,English,Canada,R,6.2,33834,2005,Horror|Action|Thriller,15000000,Land of the Dead,9.478117,46770602.0,Land of the Dead,1,5,4,4,6,4,5,1
2829,Terry Gilliam,Michael Jeter,Johnny Depp,fear and loathing in las vegas,43105,Ellen Barkin,English,USA,R,7.7,1884,1998,Adventure|Drama|Comedy,18500000,Fear and Loathing in Las Vegas,9.220346000000001,10680275.0,Fear and Loathing in Las Vegas,1,5,1,4,4,27,6,5
2830,Nicholas Stoller,Carla Gallo,Craig Roberts,neighbors,2771,Ike Barinholtz,English,USA,R,6.4,5773,1981,Comedy,8500000,Neighbors,3.950775,29916207.0,Neighbors,1,4,1,4,3,4,2,2
2839,Penny Marshall,Jon Lovitz,Tom Hanks,big,28018,John Heard,English,USA,PG,7.3,2797,1988,Romance|Family|Fantasy|Drama|Comedy,18000000,Big,9.562292,151668774.0,Big,1,4,1,2,3,20,8,11
2840,Larry Charles,Ken Davitian,Luenell,borat: cultural learnings of america for make benefit glorious nation of kazakhstan,505,Chester,English,USA,R,7.3,48385,2006,Comedy,18000000,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,8.278336,261572744.0,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,1,5,1,4,2,1,1,1
2841,Robert Luketic,Raquel Welch,Linda Cardellini,legally blonde,4380,Alanna Ubach,English,USA,PG-13,6.2,4447,2001,Comedy|Romance,18000000,Legally Blonde,12.769371000000001,141774679.0,Legally Blonde,1,5,1,1,5,6,2,3
2842,Leonard Nimoy,Nichelle Nichols,Leonard Nimoy,star trek iii: the search for spock,14762,Walter Koenig,English,USA,PG,6.6,1375,1984,Action|Sci-Fi|Adventure,18000000,Star Trek III: The Search for Spock,6.197298,87000000.0,Star Trek III: The Search for Spock,1,4,1,2,2,8,7,5
2843,Mike Mitchell,Eddie Griffin,Amy Poehler,deuce bigalow: male gigolo,2604,Bree Turner,English,USA,R,5.7,3146,1999,Comedy|Romance,17000000,Deuce Bigalow: Male Gigolo,6.567794,65535067.0,Deuce Bigalow: Male Gigolo,1,5,1,4,3,12,6,1
2844,Vic Armstrong,Lea Thompson,Nicolas Cage,left behind,15044,Quinton Aaron,English,USA,PG-13,3.1,115414,2014,Sci-Fi|Mystery|Thriller|Action|Fantasy|Drama,0,Left Behind,2.663191,0.0,Left Behind,1,5,1,1,1,22,6,2
2848,Terry Zwigoff,Tony Cox,Bernie Mac,bad santa,3151,Alex Borstein,English,USA,R,7.1,6957,2003,Crime|Drama|Comedy,23000000,Bad Santa,10.930143,76488889.0,Bad Santa,1,5,1,4,2,10,4,3
2849,Jay Roach,Charles Napier,Will Ferrell,austin powers: international man of mystery,10557,Robert Wagner,English,USA,PG-13,7.0,1517,1997,Action|Crime|Comedy|Adventure,16500000,Austin Powers: International Man of Mystery,11.749158999999999,67683989.0,Austin Powers: International Man of Mystery,1,5,1,1,7,24,4,6
2850,David Bowers,Rachael Harris,Zachary Gordon,diary of a wimpy kid: rodrick rules,3567,Fran Kranz,English,USA,PG,6.6,86014,2011,Family|Comedy,21000000,Diary of a Wimpy Kid: Rodrick Rules,8.425361,72417394.0,Diary of a Wimpy Kid: Rodrick Rules,1,5,1,2,4,4,3,1
2851,John McTiernan,Bill Duke,Shane Black,predator,4223,Carl Weathers,English,USA,R,7.8,3527,1987,Action|Sci-Fi|Horror|Thriller,18000000,Predator,18.495694,98235548.0,Predator,1,4,1,4,6,1,8,4
2852,Milos Forman,F. Murray Abraham,Jeffrey Jones,amadeus,3076,Tom Hulce,English,USA,R,8.3,1225,1984,Drama|History|Biography|Music,18000000,Amadeus,12.677592,51973029.0,Amadeus,1,4,1,4,3,8,5,2
2853,Nelson McCormick,Scott Porter,Ming-Na Wen,prom night,4867,Collins Pennie,English,USA,PG-13,3.9,1987,1980,Horror|Mystery,1000000,Prom Night,3.65867,14796236.0,Prom Night,1,4,1,1,1,4,6,1
2857,Mark Waters,Amy Poehler,Tina Fey,mean girls,5032,Neil Flynn,English,USA,PG-13,7.0,7451,2004,Comedy,17000000,Mean Girls,11.454835000000001,129042871.0,Mean Girls,1,5,1,1,5,7,12,3
2858,Audrey Wells,Lindsay Duncan,Raoul Bova,under the tuscan sun,1310,Mario Monicelli,English,USA,PG-13,6.7,6765,2003,Drama|Comedy|Romance,18000000,Under the Tuscan Sun,8.508008,58878723.0,Under the Tuscan Sun,1,5,1,1,1,2,2,1
2859,Robert Altman,Bob Balaban,Kristin Scott Thomas,gosford park,3261,Tom Hollander,English,UK,R,7.3,5013,2001,Drama|Mystery|Comedy,19800000,Gosford Park,14.101101000000002,87754044.0,Gosford Park,1,5,2,4,2,9,7,3
2860,Francis Ford Coppola,Kathleen Turner,Nicolas Cage,peggy sue got married,14672,Joan Allen,English,USA,PG-13,6.3,2469,1986,Fantasy|Drama|Comedy|Romance,18000000,Peggy Sue Got Married,7.471655,41382841.0,Peggy Sue Got Married,1,4,1,1,3,22,5,5
2861,Woody Allen,Charlie Tahan,Sally Hawkins,blue jasmine,1353,Andrew Dice Clay,English,USA,PG-13,7.3,103980,2013,Drama,18000000,Blue Jasmine,12.61244,99206215.0,Blue Jasmine,1,5,1,1,20,7,2,1
2862,Paul Greengrass,David Alan Basche,Christian Clemenson,united 93,313,Susan Blommaert,English,USA,R,7.6,45210,2006,Thriller|Drama|History|Crime,15000000,United 93,10.527141,76286096.0,United 93,1,5,1,4,4,1,1,1
2863,Bille Woodruff,Mekhi Phifer,Christian Monzon,honey,4868,Romeo Miller,English,USA,PG-13,5.3,7142,2003,Drama|Music|Romance,18000000,Honey,11.863954,62646763.0,Honey,1,5,1,1,3,1,11,1
2866,Rick Friedberg,Barry Bostwick,Hulk Hogan,spy hard,2653,Nicollette Sheridan,English,USA,PG-13,5.3,743,1996,Action|Comedy,18000000,Spy Hard,8.202057,0.0,Spy Hard,1,5,1,1,1,1,3,1
2867,Sean McNamara,Chris Brochu,Dennis Quaid,soul surfer,5024,Craig T. Nelson,English,USA,PG,7.1,86815,2011,Family|Biography|Action|Drama|Sport,18000000,Soul Surfer,11.009053,47088990.0,Soul Surfer,1,5,1,2,2,15,1,6
2868,Mike Nichols,Bob Balaban,Bob Newhart,catch-22,2032,Martin Balsam,English,USA,R,7.2,4349,1970,Drama|War|Comedy,18000000,Catch-22,4.984905,24911670.0,Catch-22,1,3,1,4,6,2,7,1
2869,Jody Hill,Celia Weston,Collette Wolfe,observe and report,727,Dan Bakkedahl,English,USA,R,5.8,67695,2009,Action|Crime|Drama|Comedy,0,Observe and Report,5.666341,24007324.0,Observe and Report,1,5,1,4,1,4,5,1
2870,Richard Fleischer,Olivia d'Abo,Mako,conan the destroyer,2481,Grace Jones,English,USA,PG,5.8,5040,1984,Action|Fantasy|Adventure,18000000,Conan the Destroyer,10.151366000000001,100000000.0,Conan the Destroyer,1,4,1,2,4,8,1,1
2871,Martin Scorsese,Cathy Moriarty,Robert De Niro,raging bull,23008,Frank Vincent,English,USA,R,8.3,1228,1980,Drama|Biography|Sport,18000000,Raging Bull,8.868558,23000000.0,Raging Bull,1,4,1,4,13,41,5,3
2872,Brandon Camp,Sasha Alexander,Judy Greer,love happens,4947,Frances Conroy,English,USA,PG-13,5.6,71325,2009,Drama|Comedy|Romance,18000000,Love Happens,10.279603,36133014.0,Love Happens,1,5,1,1,1,16,2,6
2873,Barry Levinson,Roger Ashton-Griffiths,Nicholas Rowe,young sherlock holmes,605,Freddie Jones,English,USA,PG-13,6.8,2414,1985,Mystery|Children|Thriller|Adventure|Fantasy|Action,18000000,Young Sherlock Holmes,5.2034519999999995,0.0,Young Sherlock Holmes,1,4,1,1,12,1,1,1
2874,Kevin Tancharoen,Kay Panabaker,Kelsey Grammer,fame,5734,Megan Mullally,English,USA,PG,5.0,4936,1980,Drama|Comedy|Romance|Musical,0,Fame,5.511557,21202829.0,Fame,1,4,1,2,1,6,2,4
2878,Danny Boyle,Treat Williams,James Franco,127 hours,11984,Kate Burton,English,USA,R,7.6,81562,2010,Adventure|Drama|Biography|Thriller,18000000,127 Hours,11.176797,35692920.0,127 Hours,1,5,1,4,5,21,6,3
2879,Woody Allen,Jon Lovitz,Woody Allen,small time crooks,23283,Michael Rapaport,English,USA,PG,6.7,3618,2000,Crime|Comedy,0,Small Time Crooks,9.569183,0.0,Small Time Crooks,1,5,1,2,20,9,8,9
2880,Nicholas Hytner,Susan May Pratt,Amanda Schull,center stage,1201,Ethan Stiefel,English,USA,PG-13,6.7,3594,2000,Drama|Music|Romance|Musical,18000000,Center Stage,10.491734,17200925.0,Center Stage,1,5,1,1,1,1,1,1
2882,Bart Freundlich,Corbin Bleu,Kristen Stewart,catch that kid,18711,Kevin G. Schmidt,English,USA,PG,5.2,7262,2004,Children|Crime|Action|Adventure|Comedy,18000000,Catch That Kid,5.226389,16702864.0,Catch That Kid,1,5,1,2,2,12,4,1
2883,Irwin Winkler,Hayden Christensen,Ian Somerhalder,life as a house,21622,Kristin Scott Thomas,English,USA,R,7.5,4880,2001,Drama,18000000,Life as a House,4.145598000000001,0.0,Life as a House,1,5,1,4,3,2,10,9
2884,Chris Columbus,Marie Avgeropoulos,Alan Ruck,"i love you, beth cooper",4072,Shawn Roberts,English,Canada,PG-13,5.3,70663,2009,Comedy|Romance,18000000,"I Love You, Beth Cooper",9.434281,15345201.0,"I Love You, Beth Cooper",1,5,4,1,9,7,1,5
2885,Miguel Arteta,Ari Graynor,Steve Buscemi,youth in revolt,16004,Fred Willard,English,USA,R,6.5,73266,2009,Drama|Comedy|Romance,18000000,Youth in Revolt,5.433934,0.0,Youth in Revolt,1,5,1,4,4,30,4,8
2886,Brian De Palma,Dennis Franz,Nancy Allen,blow out,1067,John McMartin,English,USA,R,7.4,5712,1981,Thriller|Mystery,18000000,Blow Out,7.536295,12000000.0,Blow Out,1,4,1,4,10,2,2,1
2887,Courtney Solomon,Paul Freeman,Rebecca Budig,getaway,676,Bruce Payne,English,USA,PG-13,4.4,104760,2013,Action|Crime|Thriller,18000000,Getaway,13.224288,10501938.0,Getaway,1,5,1,1,1,1,2,1
2888,Rob Reiner,Annie Parisse,Yaya DaCosta,and so it goes,1673,Frankie Valli,English,USA,PG-13,5.7,112749,2014,Drama|Comedy|Romance,18000000,And So It Goes,7.696839999999999,25312387.0,And So It Goes,1,5,1,1,5,2,2,1
2889,Jeff Kanew,Shelley Long,Craig T. Nelson,troop beverly hills,2368,Kellie Martin,English,USA,PG,5.5,4676,1989,Adventure|Comedy,0,Troop Beverly Hills,3.1965220000000003,0.0,Troop Beverly Hills,1,4,1,2,1,6,2,1
2890,István Szabó,Shaun Evans,Miriam Margolyes,being julia,847,Juliet Stevenson,English,Canada,R,7.1,8943,2004,Drama|Comedy|Romance,0,Being Julia,3.922314,0.0,Being Julia,1,5,4,4,1,5,1,1
2891,Matthew Robbins,Ralph Richardson,Ian McDiarmid,dragonslayer,1263,Albert Salmi,English,USA,PG,6.7,5039,1981,Action|Fantasy|Adventure,18000000,Dragonslayer,3.383201,14110013.0,Dragonslayer,1,4,1,2,1,2,1,1
2893,Michael Hoffman,Kerry Condon,David Masterson,the last station,1341,Anne-Marie Duff,English,Germany,R,7.0,73027,2009,Drama|Biography|Romance,0,The Last Station,4.029732,0.0,The Last Station,1,5,6,4,3,1,1,3
2894,Tim Burton,Bill Murray,Johnny Depp,ed wood,56585,Martin Landau,English,USA,R,7.9,235,1994,Drama|Comedy|Biography,18000000,Ed Wood,11.720358000000001,5887457.0,Ed Wood,1,4,1,4,14,27,23,9
2895,Jason Reitman,Kate Winslet,J.K. Simmons,labor day,39307,Brooke Smith,English,USA,PG-13,6.9,108780,2013,Drama|Romance,18000000,Labor Day,6.108646,20275812.0,Labor Day,1,5,1,1,5,22,17,3
2896,Guy Ritchie,Gerard Butler,Tom Hardy,rocknrolla,46944,Tom Wilkinson,English,UK,R,7.3,62849,2008,Action|Crime|Thriller,18000000,RockNRolla,7.263988,25739015.0,RockNRolla,1,5,2,4,5,9,20,15
2897,Hal Needham,Michael Beck,Barry Bostwick,megaforce,1356,Henry Silva,English,USA,PG,3.5,6099,1982,Action|Sci-Fi,0,Megaforce,1.352144,0.0,Megaforce,1,4,1,2,1,3,1,2
2898,Kenneth Branagh,Brian Blessed,Julie Christie,hamlet,1645,Richard Briers,English,UK,PG-13,7.8,1411,1996,Drama|Crime|Romance,0,Hamlet,9.994088,0.0,Hamlet,1,5,2,1,7,2,5,2
3042,Bruce Beresford,Suzie Steen,Bruce Greenwood,mao's last dancer,1598,Aden Young,English,Australia,PG,7.4,83082,2009,Drama|Music|Biography|Romance,25000000,Mao's Last Dancer,1.8622150000000002,20719451.0,Mao's Last Dancer,1,5,5,2,3,17,1,1
3043,Woody Allen,Stockard Channing,Woody Allen,anything else,14843,Fisher Stevens,English,USA,R,6.4,6750,2003,Drama|Comedy|Romance,0,Anything Else,11.10416,0.0,Anything Else,1,5,1,4,20,9,6,8
3044,missing,Dylan Walsh,Poppy Montgomery,unforgettable,1906,Dallas Roberts,English,USA,missing,6.7,103,1996,Thriller|Drama|Mystery|Sci-Fi,18000000,Unforgettable,2.464425,0.0,Unforgettable,1,5,1,0,0,2,3,3
3046,Zack Ward,Anna Harr,Zack Ward,restoration,1498,James Cullen Bressack,English,USA,missing,4.0,43,1995,Horror|Drama,19000000,Restoration,10.979269,0.0,Restoration,1,5,1,0,1,5,1,1
3048,missing,Nora von Waldstätten,Edgar Ramírez,carlos,1032,Katharina Schüttler,English,France,Not Rated,7.7,81817,2010,Thriller|Drama|Crime|Biography,18000000,Carlos,4.558075,871279.0,Carlos,1,5,8,10,0,6,1,1
3049,Lance Hool,Joaquim de Almeida,Tom Berenger,one man's hero,2705,Mark Moses,English,Spain,R,6.2,2235,1999,History|Romance|Action|Drama|Western|War,0,One Man's Hero,0.996778,0.0,One Man's Hero,1,5,9,4,1,7,2,2
3050,George A. Romero,John Amplas,Greg Nicotero,day of the dead,1592,Joseph Pilato,English,USA,Unrated,7.2,6731,1985,Horror|Sci-Fi|Thriller,3500000,Day of the Dead,8.801822,34000000.0,Day of the Dead,1,4,1,11,6,1,1,1
3058,Christian Volckman,Catherine McCormack,Romola Garai,renaissance,1185,Kevork Malikyan,English,France,R,6.7,44849,2006,Film-Noir|Sci-Fi|Thriller|Animation|Action,18000000,Renaissance,9.746725,1831348.0,Renaissance,1,5,8,4,1,3,4,1
3059,Richard Fleischer,Brigitte Nielsen,Ernie Reyes Jr.,red sonja,1243,Sandahl Bergman,English,Netherlands,PG-13,5.0,2373,1985,Action|Fantasy|Adventure,17900000,Red Sonja,10.014248,6948633.0,Red Sonja,1,4,27,1,4,3,1,2
3060,Rodrigo Cortés,Toby Jones,Robert De Niro,red lights,25804,Craig Roberts,English,Spain,R,6.2,96857,2012,Horror|Drama|Mystery|Thriller,0,Feux rouges,1.24105,0.0,Red Lights,1,5,9,4,2,41,6,4
3062,Greg Mottola,Joe Lo Truglio,Emma Stone,superbad,17584,Kevin Corrigan,English,USA,R,7.6,54503,2007,Comedy,20000000,Superbad,16.205105,121463226.0,Superbad,1,5,1,4,3,6,6,6
3064,David Hayter,Jennifer Hale,Jason Momoa,wolves,13545,Stephen McHattie,English,France,R,5.3,4382,1999,Action|IMAX|Horror|Documentary,0,Wolves,0.706172,5471376.0,Wolves,1,5,8,4,1,2,1,4
3070,Cory Edwards,Chazz Palminteri,Anne Hathaway,hoodwinked!,14385,Jim Belushi,English,USA,PG,6.5,42734,2005,Children|Family|Animation|Crime|Action|Comedy,15000000,Hoodwinked!,6.398984,51053787.0,Hoodwinked!,1,5,1,2,1,14,9,8
3071,Terry George,Sophie Okonedo,Don Cheadle,hotel rwanda,4142,Hakeem Kae-Kazim,English,UK,PG-13,8.1,30749,2004,Drama|History|War,17500000,Hotel Rwanda,10.262332,38000000.0,Hotel Rwanda,1,5,2,1,1,12,4,1
3072,Xavier Gens,Dougray Scott,Henry Ian Cusick,hitman,2124,Ulrich Thomsen,English,France,R,6.3,56156,2007,Action|Drama|Crime|Thriller,24000000,Hitman,13.765241,99965753.0,Hitman,1,5,8,4,1,2,7,2
3073,Kasi Lemmons,Mary J. Blige,Jennifer Hudson,black nativity,1373,Vondie Curtis-Hall,English,USA,PG,4.4,111944,2013,Family|Drama|Music|Musical,17500000,Black Nativity,5.346121,7018189.0,Black Nativity,1,5,1,2,2,2,1,1
3074,Brian A Miller,50 Cent,Bruce Willis,the prince,16735,Jessica Lowndes,English,USA,R,4.6,114849,2014,Action|Thriller,18000000,The Prince,16.219485,266586800.0,The Prince,1,5,1,4,1,26,4,2
3075,Matt Dillon,Shawn Andrews,Kirk Fox,city of ghosts,245,Rob Campbell,English,USA,R,6.0,6326,2002,Thriller|Drama|Crime,0,City of Ghosts,2.4814060000000002,0.0,City of Ghosts,1,5,1,4,1,1,1,1
3077,James Cameron,Carrie Henn,Michael Biehn,aliens,4228,Jenette Goldstein,English,USA,R,8.4,1200,1986,Action|Sci-Fi|Horror|Adventure,18500000,Aliens,21.761179000000002,183316455.0,Aliens,1,4,1,4,5,6,1,3
3078,George Cukor,Rex Harrison,Jeremy Brett,my fair lady,1164,Theodore Bikel,English,USA,Approved,7.9,914,1964,Romance|Family|Drama|Comedy|Musical,17000000,My Fair Lady,12.494394,72070731.0,My Fair Lady,1,3,1,12,1,1,1,1
3079,Jim Gillespie,Sarah Michelle Gellar,Muse Watson,i know what you did last summer,50284,Anne Heche,English,USA,R,5.6,1644,1997,Horror|Mystery|Thriller,17000000,I Know What You Did Last Summer,7.4171570000000004,125586134.0,I Know What You Did Last Summer,1,5,1,4,1,4,9,7
3080,Luke Greenfield,Damon Wayans Jr.,Rob Riggle,let's be cops,3627,James D'Arcy,English,USA,R,6.5,113453,2014,Crime|Comedy,17000000,Let's Be Cops,15.962793,136621271.0,Let's Be Cops,1,5,1,4,2,6,3,3
3081,Alexander Payne,Patrick Gallagher,Virginia Madsen,sideways,2170,M.C. Gainey,English,USA,R,7.5,8949,2004,Adventure|Drama|Comedy|Romance,16000000,Sideways,12.646517999999999,109502303.0,Sideways,1,5,1,4,4,5,1,6
3083,Jay Chandrasekhar,Owain Yeoman,Chris Moss,beerfest,35345,Jay Chandrasekhar,English,USA,R,6.3,47640,2006,Comedy,17500000,Beerfest,7.481125,19179969.0,Beerfest,1,5,1,4,3,1,1,3
3084,John Carpenter,Donald Pleasence,Jamie Lee Curtis,halloween,4400,P.J. Soles,English,USA,R,7.9,1982,1978,Horror|Thriller,300000,Halloween,13.672759,70000000.0,Halloween,1,4,1,4,8,9,4,1
3111,John Hoffman,Molly Shannon,Liam Aiken,good boy!,2164,Kevin Nealon,English,USA,PG,5.1,6871,2003,Sci-Fi|Children|Family|Fantasy|Drama|Comedy,17000000,Good Boy!,6.575505000000001,0.0,Good Boy!,1,5,1,2,1,4,4,6
3112,Joe Carnahan,Common,Ryan Reynolds,smokin' aces,19410,Alex Rocco,English,UK,R,6.7,50794,2006,Action|Drama|Crime|Thriller,17000000,Smokin' Aces,7.906434,57103895.0,Smokin' Aces,1,5,2,4,2,11,7,3
3113,Michael Lehmann,Vinessa Shaw,Emmanuelle Vaugier,40 days and 40 nights,3294,Paulo Costanzo,English,USA,R,5.6,5151,2002,Comedy|Romance,17000000,40 Days and 40 Nights,8.628928,0.0,40 Days and 40 Nights,1,5,1,4,3,3,5,3
3114,Daniel Barnz,Mary-Kate Olsen,Alex Pettyfer,beastly,17396,Erik Knudsen,English,USA,PG-13,5.6,82152,2011,Fantasy|Drama|Romance,17000000,Beastly,7.364563,43165571.0,Beastly,1,5,1,1,2,4,2,1
3115,Sam Weisman,Jenna Boyd,Kevin Grevioux,dickie roberts: former child star,2713,Mary McCormack,English,USA,PG-13,5.6,6702,2003,Comedy,0,Dickie Roberts: Former Child Star,6.9576009999999995,0.0,Dickie Roberts: Former Child Star,1,5,1,1,3,4,1,3
3116,Erik White,Loretta Devine,Brandon T. Jackson,lottery ticket,4797,Shad Moss,English,USA,PG-13,4.9,87314,2010,Comedy,0,Lottery Ticket,6.720886,0.0,Lottery Ticket,1,5,1,1,1,5,12,3
3117,Chris Robinson,Adam Boyer,T.I.,atl,1538,Malika,English,USA,PG-13,6.0,44815,2006,Romance|Music|Crime|Drama|Comedy,20000000,ATL,2.582818,21170563.0,ATL,1,5,1,1,1,2,1,1
3118,Jason Moore,Hana Mae Lee,Anna Kendrick,pitch perfect,12676,Ben Platt,English,USA,PG-13,7.2,96588,2012,Music|Comedy|Romance|Musical,17000000,Pitch Perfect,11.03595,115350426.0,Pitch Perfect,1,5,1,1,1,12,1,1
3119,Michael Tollin,Brian Dennehy,Marc Blucas,summer catch,3344,Bruce Davison,English,USA,PG-13,4.9,4736,2001,Drama|Comedy|Romance|Sport,34000000,Summer Catch,5.499867,19693891.0,Summer Catch,1,5,1,1,2,5,6,3
3120,Robert Harmon,Ethan Embry,Alexander Gould,they,4060,Marc Blucas,English,USA,PG-13,4.8,5883,2002,Horror|Mystery|Thriller,17000000,They,4.583304,0.0,They,1,5,1,1,2,3,10,5
3121,Trent Cooper,Larry the Cable Guy,Thomas F. Wilson,larry the cable guy: health inspector,2135,Megyn Price,English,USA,PG-13,3.1,44729,2006,Comedy|Romance,0,Larry the Cable Guy: Health Inspector,0.797046,0.0,Larry the Cable Guy: Health Inspector,1,5,1,1,1,6,1,1
3122,Antoine Fuqua,Lili Taylor,Don Cheadle,brooklyn's finest,6317,Armando Riesco,English,USA,R,6.7,74944,2010,Thriller|Drama|Crime,17000000,Brooklyn's Finest,12.50422,29536299.0,Brooklyn's Finest,1,5,1,4,5,12,6,5
3123,Nicholas Ray,David Niven,Ava Gardner,55 days at peking,1567,John Ireland,English,USA,Unrated,6.8,38843,1963,History|Action|Adventure|Drama|War,17000000,55 Days at Peking,2.972529,10000000.0,55 Days at Peking,1,3,1,11,1,2,1,1
3124,Fede Alvarez,Elizabeth Blackmore,Lou Taylor Pucci,evil dead,673,Ellen Sandweiss,English,USA,R,6.5,101739,2013,Horror,17000000,Evil Dead,12.01525,97542952.0,Evil Dead,1,5,1,4,1,4,1,1
3125,Donald Petrie,Harland Williams,Nia Vardalos,my life in ruins,2016,Rachel Dratch,English,USA,PG-13,5.9,70932,2009,Comedy|Romance,17000000,My Life in Ruins,7.196689999999999,20455276.0,My Life in Ruins,1,5,1,1,7,4,4,1
3126,Paul Weitz,Dennis Quaid,Judy Greer,american dreamz,5992,Chris Klein,English,USA,PG-13,5.5,45106,2006,Music|Comedy|Drama,17000000,American Dreamz,4.936369,7314027.0,American Dreamz,1,5,1,1,6,16,15,7
3127,Sidney J. Furie,Margot Kidder,Jim Broadbent,superman iv: the quest for peace,3007,William Hootkins,English,UK,PG,3.6,2643,1987,Action|Sci-Fi|Adventure|Family,17000000,Superman IV: The Quest for Peace,7.990678999999999,19300000.0,Superman IV: The Quest for Peace,1,4,2,2,1,20,5,5
3128,Ian Iqbal Rashid,Clé Bennett,DeRay Davis,how she move,760,Conrad Coates,English,Canada,PG-13,3.3,57530,2007,Drama,0,How She Move,0.868266,0.0,How She Move,1,5,4,1,1,1,1,1
3129,Wayne Kramer,Chazz Palminteri,Paul Walker,running scared,27381,Ivana Milicevic,English,Germany,R,7.4,2457,1986,Thriller|Crime|Action|Drama|Comedy,0,Running Scared,4.8194669999999995,0.0,Running Scared,1,4,6,4,1,12,9,8
3138,Jim Goddard,Paul Freeman,Victor Wong,shanghai surprise,805,Clyde Kusatsu,English,UK,PG-13,3.0,3390,1986,Adventure|Drama|Crime|Romance,17000000,Shanghai Surprise,1.408849,0.0,Shanghai Surprise,1,4,2,1,1,4,2,2
3139,Joel Schumacher,David Murray,Brenda Fricker,veronica guerin,409,Gerard McSorley,English,Ireland,R,6.9,6884,2003,Thriller|Drama|Crime|Biography,17000000,Veronica Guerin,9.548519,1569918.0,Veronica Guerin,1,5,21,4,9,1,1,2
3140,Andrea Di Stefano,Brady Corbet,Josh Hutcherson,escobar: paradise lost,14492,Carlos Bardem,English,France,R,6.6,130588,2014,Thriller|Drama|Crime|Romance,17000000,Escobar: Paradise Lost,12.543659,3758328.0,Escobar: Paradise Lost,1,5,8,4,1,10,4,1
3141,Richard Kelly,Curtis Armstrong,Janeane Garofalo,southland tales,2340,Chris Andrew Ciulla,English,France,R,5.5,56003,2006,Sci-Fi|Mystery|Thriller|Drama|Comedy,17000000,Southland Tales,6.242588,374743.0,Southland Tales,1,5,8,4,2,9,4,1
